Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Week,Quarter,DayOfWeek,WeekOfYear,Month_Name,Year_Month,Lag_1,Rolling_Mean_4,Rolling_STD_4
4,2011-01-28,1814240.85,0,40.6,3.022,127.5800323,6.51,2011,1,28,4,1,Friday,4,January,2011-01,1886393.94,1857153.38,30520.680829628043
4,2011-02-04,2119086.04,0,34.61,2.996,127.7195806,6.51,2011,2,4,5,1,Friday,5,February,2011-02,1814240.85,1921305.8225,135293.23409637844
4,2011-02-11,2187847.29,1,33.29,3.033,127.859129,6.51,2011,2,11,6,1,Friday,6,February,2011-02,2119086.04,2001892.03,179691.00223308094
4,2011-02-18,2316495.56,0,48.17,3.058,127.99525,6.51,2011,2,18,7,1,Friday,7,February,2011-02,2187847.29,2109417.435,213116.00148256036
4,2011-02-25,2078094.69,0,49.0,3.087,128.13,6.51,2011,2,25,8,1,Friday,8,February,2011-02,2316495.56,2175380.895,104407.01774805892
4,2011-03-04,2103455.75,0,46.56,3.305,128.26475,6.51,2011,3,4,9,1,Friday,9,March,2011-03,2078094.69,2171473.3225,107463.97126100672
4,2011-03-11,2039818.41,0,50.93,3.461,128.3995,6.51,2011,3,11,10,1,Friday,10,March,2011-03,2103455.75,2134466.1025,124140.09183544393
4,2011-03-18,2116475.38,0,51.86,3.495,128.5121935,6.51,2011,3,18,11,1,Friday,11,March,2011-03,2039818.41,2084461.0574999999,33759.995059521476
4,2011-03-25,1944164.32,0,59.1,3.48,128.6160645,6.51,2011,3,25,12,1,Friday,12,March,2011-03,2116475.38,2050978.465,78692.48103677842
4,2011-04-01,1900246.47,0,56.99,3.521,128.7199355,5.946,2011,4,1,13,2,Friday,13,April,2011-04,1944164.32,2000176.145,96988.46275262191
4,2011-04-08,2074953.46,0,62.61,3.605,128.8238065,5.946,2011,4,8,14,2,Friday,14,April,2011-04,1900246.47,2008959.9075,103169.44872555307
4,2011-04-15,1960587.76,0,62.34,3.724,128.9107333,5.946,2011,4,15,15,2,Friday,15,April,2011-04,2074953.46,1969988.0025,74468.91020318684
4,2011-04-22,2220600.76,0,68.8,3.781,128.9553,5.946,2011,4,22,16,2,Friday,16,April,2011-04,1960587.76,2039097.1124999998,141034.83147137283
4,2011-04-29,1878167.44,0,64.22,3.781,128.9998667,5.946,2011,4,29,17,2,Friday,17,April,2011-04,2220600.76,2033577.355,148514.26277334985
4,2011-05-06,2063682.76,0,63.41,3.866,129.0444333,5.946,2011,5,6,18,2,Friday,18,May,2011-05,1878167.44,2030759.68,147571.51364333535
4,2011-05-13,2002362.37,0,70.65,3.872,129.089,5.946,2011,5,13,19,2,Friday,19,May,2011-05,2063682.76,2041203.3325,142335.3835904739
4,2011-05-20,2015563.48,0,70.49,3.881,129.0756774,5.946,2011,5,20,20,2,Friday,20,May,2011-05,2002362.37,1989944.0125,79040.02732939884
4,2011-05-27,1986597.95,0,73.65,3.771,129.0623548,5.946,2011,5,27,21,2,Friday,21,May,2011-05,2015563.48,2017051.64,33265.98793756931
4,2011-06-03,2065377.15,0,78.26,3.683,129.0490323,5.946,2011,6,3,22,2,Friday,22,June,2011-06,1986597.95,2017475.2374999998,34059.035440076645
4,2011-06-10,2073951.38,0,80.05,3.64,129.0357097,5.946,2011,6,10,23,2,Friday,23,June,2011-06,2065377.15,2035372.4899999998,41472.73403389257
4,2011-06-17,2141210.62,0,83.51,3.618,129.0432,5.946,2011,6,17,24,2,Friday,24,June,2011-06,2073951.38,2066784.275,63304.75216998594
4,2011-06-24,2008344.92,0,81.85,3.57,129.0663,5.946,2011,6,24,25,2,Friday,25,June,2011-06,2141210.62,2072221.0175,54435.14110595359
4,2011-07-01,2051533.53,0,84.54,3.504,129.0894,5.644,2011,7,1,26,3,Friday,26,July,2011-07,2008344.92,2068760.1124999998,55445.997525232364
4,2011-07-08,2066541.86,0,84.59,3.469,129.1125,5.644,2011,7,8,27,3,Friday,27,July,2011-07,2051533.53,2066907.7325000002,55338.419637547224
4,2011-07-15,2049046.95,0,83.27,3.563,129.1338387,5.644,2011,7,15,28,3,Friday,28,July,2011-07,2066541.86,2043866.8150000002,24910.339270077922
4,2011-07-22,2036231.39,0,82.84,3.627,129.1507742,5.644,2011,7,22,29,3,Friday,29,July,2011-07,2049046.95,2050838.4324999999,12431.893070185266
4,2011-07-29,1989674.07,0,84.36,3.659,129.1677097,5.644,2011,7,29,30,3,Friday,30,July,2011-07,2036231.39,2035373.5675000001,32901.89344880481
4,2011-08-05,2160057.39,0,86.09,3.662,129.1846452,5.644,2011,8,5,31,3,Friday,31,August,2011-08,1989674.07,2058752.45,72193.97095233625
4,2011-08-12,2105668.74,0,82.98,3.617,129.2015806,5.644,2011,8,12,32,3,Friday,32,August,2011-08,2160057.39,2072907.8975,75147.28446416286
4,2011-08-19,2232892.1,0,82.77,3.55,129.2405806,5.644,2011,8,19,33,3,Friday,33,August,2011-08,2105668.74,2122073.075,102505.71239326289
4,2011-08-26,1988490.21,0,81.47,3.523,129.2832581,5.644,2011,8,26,34,3,Friday,34,August,2011-08,2232892.1,2121777.11,103015.85336772888
4,2011-09-02,2078420.31,0,77.99,3.533,129.3259355,5.644,2011,9,2,35,3,Friday,35,September,2011-09,1988490.21,2101367.84,100970.42008574282
4,2011-09-09,2093139.01,1,73.34,3.554,129.3686129,5.644,2011,9,9,36,3,Friday,36,September,2011-09,2078420.31,2098235.4075,100986.87136746173
4,2011-09-16,2075577.33,0,72.76,3.532,129.4306,5.644,2011,9,16,37,3,Friday,37,September,2011-09,2093139.01,2058906.715,47571.08362469351
4,2011-09-23,2031406.41,0,69.23,3.473,129.5183333,5.644,2011,9,23,38,3,Friday,38,September,2011-09,2075577.33,2069635.7650000001,26623.025965949113
4,2011-09-30,1929486.63,0,72.15,3.371,129.6060667,5.644,2011,9,30,39,3,Friday,39,September,2011-09,2031406.41,2032402.345,73361.33878630314
4,2011-10-07,2166737.65,0,65.79,3.299,129.6938,5.143,2011,10,7,40,4,Friday,40,October,2011-10,1929486.63,2050802.005,98570.61737186981
4,2011-10-14,2074548.85,0,63.75,3.283,129.7706452,5.143,2011,10,14,41,4,Friday,41,October,2011-10,2166737.65,2050544.885,98485.75413570482
4,2011-10-21,2207742.13,0,64.79,3.361,129.7821613,5.143,2011,10,21,42,4,Friday,42,October,2011-10,2074548.85,2094628.815,123382.13319645125
4,2011-10-28,2151659.59,0,55.31,3.362,129.7936774,5.143,2011,10,28,43,4,Friday,43,October,2011-10,2207742.13,2150172.0549999997,55707.01442384911
4,2011-11-04,2281217.31,0,49.86,3.322,129.8051935,5.143,2011,11,4,44,4,Friday,44,November,2011-11,2151659.59,2178791.9699999997,87429.69775756802
4,2011-11-11,2203028.96,0,47.12,3.286,129.8167097,5.143,2011,11,11,45,4,Friday,45,November,2011-11,2281217.31,2210911.9975,53310.021260740956
4,2011-11-18,2243946.59,0,50.44,3.294,129.8268333,5.143,2011,11,18,46,4,Friday,46,November,2011-11,2203028.96,2219963.1125,55616.00672217357
4,2011-11-25,3004702.33,1,47.96,3.225,129.8364,5.143,2011,11,25,47,4,Friday,47,November,2011-11,2243946.59,2433223.7975,382321.5094834409
4,2011-12-02,2180999.26,0,38.71,3.176,129.8459667,5.143,2011,12,2,48,4,Friday,48,December,2011-12,3004702.33,2408169.2849999997,398542.9882834226
4,2011-12-09,2508955.24,0,31.64,3.153,129.8555333,5.143,2011,12,9,49,4,Friday,49,December,2011-12,2180999.26,2484650.855,374694.1304206841
4,2011-12-16,2771397.17,0,36.44,3.149,129.8980645,5.143,2011,12,16,50,4,Friday,50,December,2011-12,2508955.24,2616513.5,353987.2650752862
4,2011-12-23,3676388.98,0,35.92,3.103,129.9845484,5.143,2011,12,23,51,4,Friday,51,December,2011-12,2771397.17,2784435.1625,641814.0119816252
4,2011-12-30,2007105.86,1,36.89,3.119,130.0710323,5.143,2011,12,30,52,4,Friday,52,December,2011-12,3676388.98,2740961.8125,699600.3395716028
4,2012-01-06,2047766.07,0,38.64,3.158,130.1575161,4.607,2012,1,6,1,1,Friday,1,January,2012-01,2007105.86,2625664.52,783547.7714625342
4,2012-01-13,1941676.61,0,34.41,3.263,130.244,4.607,2012,1,13,2,1,Friday,2,January,2012-01,2047766.07,2418234.3800000004,839907.4818732869
4,2012-01-20,2005097.76,0,42.09,3.273,130.2792258,4.607,2012,1,20,3,1,Friday,3,January,2012-01,1941676.61,2000411.5750000002,43814.06962672988
4,2012-01-27,1928720.51,0,40.31,3.29,130.3144516,4.607,2012,1,27,4,1,Friday,4,January,2012-01,2005097.76,1980815.2375,55730.744558950704
4,2012-02-03,2173373.91,0,41.81,3.354,130.3496774,4.607,2012,2,3,5,1,Friday,5,February,2012-02,1928720.51,2012217.1975000002,112501.62025861097
4,2012-02-10,2374660.64,1,33.0,3.411,130.3849032,4.607,2012,2,10,6,1,Friday,6,February,2012-02,2173373.91,2120463.205,197897.5540105574
4,2012-02-17,2427640.17,0,34.19,3.493,130.4546207,4.607,2012,2,17,7,1,Friday,7,February,2012-02,2374660.64,2226098.8075,226497.46541223247
4,2012-02-24,2226662.17,0,41.31,3.541,130.5502069,4.607,2012,2,24,8,1,Friday,8,February,2012-02,2427640.17,2300584.2225,120107.53914293626
4,2012-03-02,2206319.9,0,50.38,3.619,130.6457931,4.607,2012,3,2,9,1,Friday,9,March,2012-03,2226662.17,2308820.7199999997,109101.48517577919
4,2012-03-09,2202450.81,0,53.63,3.667,130.7413793,4.607,2012,3,9,10,1,Friday,10,March,2012-03,2206319.9,2265768.2624999997,108435.86200042603
4,2012-03-16,2214967.44,0,59.81,3.707,130.8261935,4.607,2012,3,16,11,1,Friday,11,March,2012-03,2202450.81,2212600.08,10736.15559531707
4,2012-03-23,2091592.54,0,59.07,3.759,130.8966452,4.607,2012,3,23,12,1,Friday,12,March,2012-03,2214967.44,2178832.6725,58394.99474983443
4,2012-03-30,2089381.77,0,72.63,3.82,130.9670968,4.607,2012,3,30,13,1,Friday,13,March,2012-03,2091592.54,2149598.14,68452.44323848207
4,2012-04-06,2470206.13,0,67.69,3.864,131.0375484,4.308,2012,4,6,14,2,Friday,14,April,2012-04,2089381.77,2216536.9699999997,179006.57495800633
4,2012-04-13,2105301.39,0,68.69,3.881,131.108,4.308,2012,4,13,15,2,Friday,15,April,2012-04,2470206.13,2189120.4575,187522.70248110723
4,2012-04-20,2144336.89,0,68.6,3.864,131.1173333,4.308,2012,4,20,16,2,Friday,16,April,2012-04,2105301.39,2202306.545,180085.78830598426
4,2012-04-27,2064065.66,0,76.47,3.81,131.1266667,4.308,2012,4,27,17,2,Friday,17,April,2012-04,2144336.89,2195977.5175,185733.66645976604
4,2012-05-04,2196968.33,0,80.14,3.747,131.136,4.308,2012,5,4,18,2,Friday,18,May,2012-05,2064065.66,2127668.0675,56644.83067996945
4,2012-05-11,2127661.17,0,67.64,3.685,131.1453333,4.308,2012,5,11,19,2,Friday,19,May,2012-05,2196968.33,2133258.0125,54774.240822554835
4,2012-05-18,2207214.81,0,68.43,3.62,131.0983226,4.308,2012,5,18,20,2,Friday,20,May,2012-05,2127661.17,2148977.4924999997,66731.078559085
4,2012-05-25,2154137.67,0,77.47,3.551,131.0287742,4.308,2012,5,25,21,2,Friday,21,May,2012-05,2207214.81,2171495.495,37181.88144755463
4,2012-06-01,2179360.94,0,77.41,3.483,130.9592258,4.308,2012,6,1,22,2,Friday,22,June,2012-06,2154137.67,2167093.6475,34073.312041330966
4,2012-06-08,2245257.18,0,78.11,3.433,130.8896774,4.308,2012,6,8,23,2,Friday,23,June,2012-06,2179360.94,2196492.65,39074.21963182661
4,2012-06-15,2234190.93,0,80.94,3.372,130.8295333,4.308,2012,6,15,24,2,Friday,24,June,2012-06,2245257.18,2203236.6799999997,43606.772244831984
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308,2012,6,22,25,2,Friday,25,June,2012-06,2234190.93,2214027.175,30894.70380555404
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308,2012,6,29,26,2,Friday,26,June,2012-06,2197299.65,2201277.67,52756.88073401215
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077,2012,7,6,27,3,Friday,27,July,2012-07,2128362.92,2196088.1950000003,47774.43061721678
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077,2012,7,13,28,3,Friday,28,July,2012-07,2224499.28,2162603.6149999998,58008.50859745743
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077,2012,7,20,29,3,Friday,29,July,2012-07,2100252.61,2157169.625,54592.41986182034
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077,2012,7,27,30,3,Friday,30,July,2012-07,2175563.69,2137232.3074999996,78114.41151278914
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077,2012,8,3,31,3,Friday,31,August,2012-08,2048613.65,2124736.02,61793.64814294742
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077,2012,8,10,32,3,Friday,32,August,2012-08,2174514.13,2148014.79,66829.7066763789
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077,2012,8,17,33,3,Friday,33,August,2012-08,2193367.69,2175008.9425,96767.95953229176
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077,2012,8,24,34,3,Friday,34,August,2012-08,2283540.3,2194165.9499999997,66144.1876541771
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077,2012,8,31,35,3,Friday,35,August,2012-08,2125241.68,2170832.755,88179.23892751678
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077,2012,9,7,36,3,Friday,36,September,2012-09,2081181.35,2153767.0125,88966.29727919422
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077,2012,9,14,37,3,Friday,37,September,2012-09,2125104.72,2112345.5875000004,21060.734251204405
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077,2012,9,21,38,3,Friday,38,September,2012-09,2117854.6,2110894.8000000003,20051.97476275648
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077,2012,9,28,39,3,Friday,39,September,2012-09,2119438.53,2097504.52,46693.36705046136
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879,2012,10,5,40,4,Friday,40,October,2012-10,2027620.23,2118687.1975,74391.86912703035
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879,2012,10,12,41,4,Friday,41,October,2012-10,2209835.43,2122480.065,74721.29827370436
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879,2012,10,19,42,4,Friday,42,October,2012-10,2133026.07,2116937.145,75836.17578723679
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879,2012,10,26,43,4,Friday,43,October,2012-10,2097266.85,2147430.7025,46985.59139412503
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,2010,2,26,8,1,Friday,8,February,2010-02,303447.57,300682.0,21039.40194382752
5,2010-03-05,288855.71,0,48.89,2.625,211.9071653,6.566,2010,3,5,9,1,Friday,9,March,2010-03,270281.63,293602.6525,18215.427658195636
5,2010-03-12,297293.59,0,58.5,2.667,211.9371839,6.566,2010,3,12,10,1,Friday,10,March,2010-03,288855.71,289969.625,14423.977935963681
5,2010-03-19,281706.41,0,55.46,2.72,211.770897,6.566,2010,3,19,11,1,Friday,11,March,2010-03,297293.59,284534.335,11439.837260909813
5,2010-03-26,273282.97,0,52.47,2.732,211.5718925,6.566,2010,3,26,12,1,Friday,12,March,2010-03,281706.41,285284.67,10227.597205039621
5,2010-04-02,331406.0,0,63.18,2.719,211.372888,6.465,2010,4,2,13,2,Friday,13,April,2010-04,273282.97,295922.2425,25661.93155422947
5,2010-04-09,328020.49,0,65.19,2.77,211.1738835,6.465,2010,4,9,14,2,Friday,14,April,2010-04,331406.0,303603.96749999997,30375.349084330825
5,2010-04-16,306858.69,0,65.3,2.808,211.0388528,6.465,2010,4,16,15,2,Friday,15,April,2010-04,328020.49,309892.0375,26714.018746539983
5,2010-04-23,288839.73,0,65.13,2.795,210.9891204,6.465,2010,4,23,16,2,Friday,16,April,2010-04,306858.69,313781.22750000004,19861.09282997008
5,2010-04-30,298697.84,0,67.53,2.78,210.939388,6.465,2010,4,30,17,2,Friday,17,April,2010-04,288839.73,305604.1875,16661.423162043808
5,2010-05-07,333522.6,0,71.53,2.835,210.8896556,6.465,2010,5,7,18,2,Friday,18,May,2010-05,298697.84,306979.715,19167.5759247198
5,2010-05-14,296673.77,0,74.79,2.854,210.8872772,6.465,2010,5,14,19,2,Friday,19,May,2010-05,333522.6,304433.485,19853.233212170544
5,2010-05-21,301615.49,0,75.2,2.826,211.169023,6.465,2010,5,21,20,2,Friday,20,May,2010-05,296673.77,307627.425,17382.208306734152
5,2010-05-28,310013.11,0,79.81,2.759,211.4507688,6.465,2010,5,28,21,2,Friday,21,May,2010-05,301615.49,310456.2425,16333.693884216433
5,2010-06-04,337825.89,0,79.54,2.705,211.7325146,6.465,2010,6,4,22,2,Friday,22,June,2010-06,310013.11,311532.065,18373.7117231866
5,2010-06-11,296641.91,0,80.7,2.668,212.0142605,6.465,2010,6,11,23,2,Friday,23,June,2010-06,337825.89,311524.1,18382.30470962401
5,2010-06-18,313795.6,0,83.91,2.637,212.0119769,6.465,2010,6,18,24,2,Friday,24,June,2010-06,296641.91,314569.1275,17162.14603448793
5,2010-06-25,295257.3,0,83.72,2.653,211.8960815,6.465,2010,6,25,25,2,Friday,25,June,2010-06,313795.6,310880.175,19844.173563607146
5,2010-07-02,305993.27,0,81.25,2.669,211.7801861,6.496,2010,7,2,26,3,Friday,26,July,2010-07,295257.3,302922.02,8676.693549761003
5,2010-07-09,291808.87,0,81.14,2.642,211.6642907,6.496,2010,7,9,27,3,Friday,27,July,2010-07,305993.27,301713.76,10067.733695150262
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,2010,7,16,28,3,Friday,28,July,2010-07,291808.87,293440.28500000003,10421.32490976856
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,2010,7,23,29,3,Friday,29,July,2010-07,280701.7,288311.6175,13746.513210161816
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,2010,7,30,30,3,Friday,30,July,2010-07,274742.63,279045.5575,9772.482927101193
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,2010,8,6,31,3,Friday,31,August,2010-08,268929.03,281854.09500000003,14921.22421912357
5,2010-08-13,286477.35,0,87.41,2.692,212.1978889,6.496,2010,8,13,32,3,Friday,32,August,2010-08,303043.02,283298.0075,15051.42004286699
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,2010,8,20,33,3,Friday,33,August,2010-08,286477.35,286413.695,13938.89973199799
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,2010,8,27,34,3,Friday,34,August,2010-08,287205.38,291311.375,7866.631155017681
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,2010,9,3,35,3,Friday,35,September,2010-09,288519.75,296500.12,18218.20214301973
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010,9,10,36,3,Friday,36,September,2010-09,323798.0,301514.0525,17275.75333043649
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,2010,9,17,37,3,Friday,37,September,2010-09,306533.08,300352.37,18659.45792088458
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,2010,9,24,38,3,Friday,38,September,2010-09,282558.65,301505.3275,17807.655449986127
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,2010,10,1,39,4,Friday,39,October,2010-10,293131.58,291350.35750000004,11221.518058748616
5,2010-10-08,290494.85,0,64.99,2.633,212.3019522,6.768,2010,10,8,40,4,Friday,40,October,2010-10,283178.12,287340.8,5281.351715100645
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,2010,10,15,41,4,Friday,41,October,2010-10,290494.85,286871.4375,5895.708516304166
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,2010,10,22,42,4,Friday,42,October,2010-10,280681.2,284835.61,4165.601117141404
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,2010,10,29,43,4,Friday,43,October,2010-10,284988.27,283549.0325,5446.099297884797
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010,11,5,44,4,Friday,44,November,2010-11,278031.81,292252.895,22223.937435978736
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,12,45,4,Friday,45,November,2010-11,325310.3,297539.435,21037.160927366072
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,19,46,4,Friday,46,November,2010-11,301827.36,300638.57,19423.010706309116
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,26,47,4,Friday,47,November,2010-11,297384.81,353221.27,90923.49948126027
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,3,48,4,Friday,48,December,2010-12,488362.61,358016.415,89454.77828616966
5,2010-12-10,352811.53,0,48.27,2.843,212.0193491,6.768,2010,12,10,49,4,Friday,49,December,2010-12,344490.88,370762.4575,82110.71104126486
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,17,50,4,Friday,50,December,2010-12,352811.53,388366.5525,67358.19651337291
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,24,51,4,Friday,51,December,2010-12,367801.19,382778.4625,56319.934774874295
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,31,52,4,Friday,52,December,2010-12,466010.25,371200.7875,69929.88239127173
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,7,1,1,Friday,1,January,2011-01,298180.18,354584.72,82518.98144246373
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011,1,14,2,1,Friday,2,January,2011-01,286347.26,327793.60000000003,93467.71983807499
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011,1,21,3,1,Friday,3,January,2011-01,260636.71,280119.37250000006,15996.36872068901
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.634,2011,1,28,4,1,Friday,4,January,2011-01,275313.34,275346.42500000005,10822.776642447794
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011,2,4,5,1,Friday,5,February,2011-02,279088.39,286162.91000000003,30040.39829928713
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,2,11,6,1,Friday,6,February,2011-02,329613.2,298901.36750000005,26160.917880170728
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011,2,18,7,1,Friday,7,February,2011-02,311590.54,319228.685,32535.766577818773
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,2011,2,25,8,1,Friday,8,February,2011-02,356622.61,323121.4625,26504.8110264162
5,2011-03-04,329033.66,0,60.35,3.288,214.3842702,6.634,2011,3,4,9,1,Friday,9,March,2011-03,294659.5,322976.5775,26459.040543799645
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011,3,11,10,1,Friday,10,March,2011-03,329033.66,318353.46749999997,30429.32501701553
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,2011,3,18,11,1,Friday,11,March,2011-03,293098.1,307242.2325,16907.656028638878
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,2011,3,25,12,1,Friday,12,March,2011-03,312177.67,307260.4825,16889.57681484161
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,2011,4,1,13,2,Friday,13,April,2011-04,294732.5,303581.205,11215.196734540346
5,2011-04-08,307333.62,0,69.64,3.622,215.6407939,6.489,2011,4,8,14,2,Friday,14,April,2011-04,314316.55,307140.08499999996,8772.39104343721
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,2011,4,15,15,2,Friday,15,April,2011-04,307333.62,306074.0625,8196.339627291109
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,2011,4,22,16,2,Friday,16,April,2011-04,307913.58,314494.7975,9804.946825504434
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,2011,4,29,17,2,Friday,17,April,2011-04,328415.44,312738.55,10455.113325354781
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,2011,5,6,18,2,Friday,18,May,2011-05,307291.56,316631.315,10668.499385717034
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,2011,5,13,19,2,Friday,19,May,2011-05,322904.68,312385.4225,16871.06398655902
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,2011,5,20,20,2,Friday,20,May,2011-05,290930.01,305185.145,13572.788443560245
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,2011,5,27,21,2,Friday,21,May,2011-05,299614.33,302649.6775,13989.030577938574
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,2011,6,3,22,2,Friday,22,June,2011-06,297149.69,304219.48750000005,17039.391759106325
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489,2011,6,10,23,2,Friday,23,June,2011-06,329183.92,307733.02,14669.894947015684
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489,2011,6,17,24,2,Friday,24,June,2011-06,304984.14,309032.3925,13922.215578208148
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489,2011,6,24,25,2,Friday,25,June,2011-06,304811.82,310465.38,12515.37167819945
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,2011,7,1,26,3,Friday,26,July,2011-07,302881.64,309942.8725,11473.66743851193
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,2011,7,8,27,3,Friday,27,July,2011-07,327093.89,311398.07,10994.223476284162
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,2011,7,15,28,3,Friday,28,July,2011-07,310804.93,306007.27,18215.2756152579
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,2011,7,22,29,3,Friday,29,July,2011-07,283248.62,303421.7925,19495.7695613014
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,2011,7,29,30,3,Friday,30,July,2011-07,292539.73,290433.8625,15328.39019940319
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,2011,8,5,31,3,Friday,31,August,2011-08,275142.17,292167.27,18470.029295665343
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529,2011,8,12,32,3,Friday,32,August,2011-08,317738.56,293826.65499999997,17683.069654756506
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,2011,8,19,33,3,Friday,33,August,2011-08,289886.16,296602.6825,18275.379502584812
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,2011,8,26,34,3,Friday,34,August,2011-08,303643.84,305401.6825,11837.63636303727
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,2011,9,2,35,3,Friday,35,September,2011-09,310338.17,304878.425,11136.00130954452
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,2011,9,9,36,3,Friday,36,September,2011-09,315645.53,312684.44,7460.993094520467
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,2011,9,16,37,3,Friday,37,September,2011-09,321110.22,306405.9075,19097.403885241438
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,2011,9,23,38,3,Friday,38,September,2011-09,278529.71,301577.61,20182.442211531437
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,2011,9,30,39,3,Friday,39,September,2011-09,291024.98,295745.0725,18016.672626174884
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,2011,10,7,40,4,Friday,40,October,2011-10,292315.38,292745.385,12557.585378260384
